,1403-08-29,1403-08-30,1403-09-03,1403-09-04
09:34:00,[40018 np.float64(18700.0) np.float64(18690.0) 71534],[110000 np.float64(17960.0) np.float64(17900.0) 206163],[515222 np.float64(18710.0) np.float64(18700.0) 560000],[1000 np.float64(19280.0) np.float64(19170.0) 49951594]
09:34:01,[40018 np.float64(18700.0) np.float64(18690.0) 71534],[110300 np.float64(17960.0) np.float64(17900.0) 206663],[515222 np.float64(18710.0) np.float64(18700.0) 560000],[1000 np.float64(19280.0) np.float64(19170.0) 49951594]
09:34:02,[40018 np.float64(18700.0) np.float64(18690.0) 71534],[110300 np.float64(17960.0) np.float64(17900.0) 206663],[515222 np.float64(18710.0) np.float64(18700.0) 560000],[1000 np.float64(19280.0) np.float64(19170.0) 50003698]
09:34:03,[40018 np.float64(18700.0) np.float64(18690.0) 110156],[110300 np.float64(17960.0) np.float64(17900.0) 218663],[515222 np.float64(18710.0) np.float64(18700.0) 560000],[1000 np.float64(19280.0) np.float64(19170.0) 50003698]
09:34:04,[39958 np.float64(18700.0) np.float64(18690.0) 109156],[114643 np.float64(17900.0) np.float64(17850.0) 57],[495222 np.float64(18710.0) np.float64(18700.0) 567168],[1000 np.float64(19280.0) np.float64(19170.0) 50003698]
09:34:05,[39958 np.float64(18700.0) np.float64(18690.0) 109156],[112643 np.float64(17900.0) np.float64(17850.0) 57],[293022 np.float64(18710.0) np.float64(18700.0) 566668],[1000 np.float64(19280.0) np.float64(19170.0) 50003775]
09:34:06,[62378 np.float64(18690.0) np.float64(18680.0) 91956],[110300 np.float64(17960.0) np.float64(17900.0) 1888657],[243022 np.float64(18710.0) np.float64(18700.0) 565868],[1000 np.float64(19280.0) np.float64(19170.0) 50003775]
09:34:07,[62378 np.float64(18690.0) np.float64(18680.0) 91956],[110300 np.float64(17960.0) np.float64(17900.0) 1888657],[1397395 np.float64(18720.0) np.float64(18710.0) 615000],[1000 np.float64(19280.0) np.float64(19170.0) 50003775]
09:34:08,[62378 np.float64(18690.0) np.float64(18680.0) 91956],[10790 np.float64(17950.0) np.float64(17900.0) 3759434],[1289405 np.float64(18720.0) np.float64(18710.0) 1167517],[1000 np.float64(19280.0) np.float64(19170.0) 50003775]
09:34:09,[62378 np.float64(18690.0) np.float64(18680.0) 91956],[10490 np.float64(17950.0) np.float64(17900.0) 4770594],[1267603 np.float64(18720.0) np.float64(18710.0) 1167517],[1000 np.float64(19280.0) np.float64(19170.0) 50003775]
09:34:10,[62378 np.float64(18690.0) np.float64(18680.0) 91956],[8520 np.float64(17920.0) np.float64(17900.0) 5790694],[1217603 np.float64(18720.0) np.float64(18710.0) 1181289],[1000 np.float64(19280.0) np.float64(19170.0) 50003775]
09:34:11,[62378 np.float64(18690.0) np.float64(18680.0) 90956],[8520 np.float64(17920.0) np.float64(17900.0) 6789694],[1235589 np.float64(18720.0) np.float64(18710.0) 571289],[1000 np.float64(19280.0) np.float64(19170.0) 50003775]
09:34:12,[62251 np.float64(18690.0) np.float64(18680.0) 90956],[8520 np.float64(17920.0) np.float64(17900.0) 7867215],[1175589 np.float64(18720.0) np.float64(18710.0) 772789],[1000 np.float64(19280.0) np.float64(19170.0) 50003775]
09:34:13,[62251 np.float64(18690.0) np.float64(18680.0) 90956],[8520 np.float64(17920.0) np.float64(17900.0) 8378215],[769690 np.float64(18720.0) np.float64(18710.0) 730494],[1000 np.float64(19280.0) np.float64(19170.0) 50003775]
09:34:14,[62251 np.float64(18690.0) np.float64(18680.0) 90956],[8520 np.float64(17920.0) np.float64(17900.0) 8408215],[769690 np.float64(18720.0) np.float64(18710.0) 730494],[1000 np.float64(19280.0) np.float64(19170.0) 49999576]
09:34:15,[62251 np.float64(18690.0) np.float64(18680.0) 90956],[8520 np.float64(17920.0) np.float64(17900.0) 8408215],[689690 np.float64(18720.0) np.float64(18710.0) 715494],[1000 np.float64(19280.0) np.float64(19170.0) 49999576]
09:34:16,[52251 np.float64(18690.0) np.float64(18680.0) 90956],[8520 np.float64(17920.0) np.float64(17910.0) 50000],[439690 np.float64(18720.0) np.float64(18710.0) 715494],[1000 np.float64(19280.0) np.float64(19170.0) 49999576]
09:34:17,[52251 np.float64(18690.0) np.float64(18680.0) 90956],[12432 np.float64(17920.0) np.float64(17910.0) 50000],[439690 np.float64(18720.0) np.float64(18710.0) 715494],[1000 np.float64(19280.0) np.float64(19170.0) 49999576]
09:34:18,[52251 np.float64(18690.0) np.float64(18680.0) 135596],[12432 np.float64(17920.0) np.float64(17910.0) 50000],[449258 np.float64(18720.0) np.float64(18710.0) 715494],[1000 np.float64(19280.0) np.float64(19170.0) 49999576]
09:34:19,[49579 np.float64(18690.0) np.float64(18680.0) 135596],[12432 np.float64(17920.0) np.float64(17910.0) 50000],[281258 np.float64(18720.0) np.float64(18710.0) 715494],[1000 np.float64(19280.0) np.float64(19170.0) 49999576]
09:34:20,[49579 np.float64(18690.0) np.float64(18680.0) 143021],[12432 np.float64(17920.0) np.float64(17910.0) 250000],[140728 np.float64(18720.0) np.float64(18710.0) 521394],[1000 np.float64(19280.0) np.float64(19170.0) 49999576]
09:34:21,[2636 np.float64(18690.0) np.float64(18680.0) 143021],[12432 np.float64(17920.0) np.float64(17910.0) 252000],[11308353 np.float64(18730.0) np.float64(18720.0) 473],[1000 np.float64(19280.0) np.float64(19170.0) 49999576]
09:34:22,[2636 np.float64(18690.0) np.float64(18680.0) 143021],[12432 np.float64(17920.0) np.float64(17910.0) 252000],[10316353 np.float64(18730.0) np.float64(18720.0) 449731],[1000 np.float64(19280.0) np.float64(19170.0) 50399576]
09:34:23,[2636 np.float64(18690.0) np.float64(18680.0) 129462],[12432 np.float64(17920.0) np.float64(17910.0) 352000],[10316353 np.float64(18730.0) np.float64(18720.0) 449731],[1000 np.float64(19280.0) np.float64(19170.0) 50400576]
09:34:24,[2636 np.float64(18690.0) np.float64(18680.0) 129462],[12432 np.float64(17920.0) np.float64(17910.0) 621293],[10416353 np.float64(18730.0) np.float64(18720.0) 732816],[1000 np.float64(19280.0) np.float64(19170.0) 50400576]
09:34:25,[2636 np.float64(18690.0) np.float64(18680.0) 129462],[12432 np.float64(17920.0) np.float64(17910.0) 621293],[10257900 np.float64(18730.0) np.float64(18720.0) 732816],[1000 np.float64(19280.0) np.float64(19170.0) 50400576]
09:34:26,[41958 np.float64(18700.0) np.float64(18690.0) 97364],[12432 np.float64(17920.0) np.float64(17910.0) 621293],[10257900 np.float64(18730.0) np.float64(18720.0) 722445],[1000 np.float64(19280.0) np.float64(19170.0) 50400576]
09:34:27,[81443 np.float64(18700.0) np.float64(18690.0) 97042],[12432 np.float64(17920.0) np.float64(17910.0) 355000],[10257900 np.float64(18730.0) np.float64(18720.0) 722445],[1000 np.float64(19280.0) np.float64(19170.0) 50400576]
09:34:28,[81443 np.float64(18700.0) np.float64(18690.0) 97042],[11932 np.float64(17920.0) np.float64(17910.0) 355000],[10257900 np.float64(18730.0) np.float64(18720.0) 642445],[1000 np.float64(19280.0) np.float64(19170.0) 50400576]
09:34:29,[81443 np.float64(18700.0) np.float64(18690.0) 97042],[1932 np.float64(17920.0) np.float64(17910.0) 352851],[10247900 np.float64(18730.0) np.float64(18720.0) 642145],[1000 np.float64(19280.0) np.float64(19170.0) 50400576]
09:34:30,[81443 np.float64(18700.0) np.float64(18690.0) 97042],[1932 np.float64(17920.0) np.float64(17910.0) 352851],[10247628 np.float64(18730.0) np.float64(18720.0) 617045],[1000 np.float64(19280.0) np.float64(19170.0) 50400576]
09:34:31,[81443 np.float64(18700.0) np.float64(18690.0) 97042],[20490 np.float64(17950.0) np.float64(17920.0) 837015],[10197628 np.float64(18730.0) np.float64(18720.0) 614120],[1000 np.float64(19280.0) np.float64(19170.0) 50408493]
09:34:32,[81443 np.float64(18700.0) np.float64(18690.0) 97042],[20490 np.float64(17950.0) np.float64(17920.0) 867408],[10202628 np.float64(18730.0) np.float64(18720.0) 332862],[1000 np.float64(19280.0) np.float64(19170.0) 51408493]
09:34:33,[81443 np.float64(18700.0) np.float64(18690.0) 89088],[10000 np.float64(17950.0) np.float64(17920.0) 867408],[9489863 np.float64(18730.0) np.float64(18720.0) 327862],[1000 np.float64(19280.0) np.float64(19170.0) 51408493]
09:34:34,[81443 np.float64(18700.0) np.float64(18690.0) 59088],[10000 np.float64(17950.0) np.float64(17920.0) 867408],[9356542 np.float64(18730.0) np.float64(18720.0) 327862],[1000 np.float64(19280.0) np.float64(19170.0) 51424124]
09:34:35,[81443 np.float64(18700.0) np.float64(18690.0) 56088],[11000 np.float64(17950.0) np.float64(17920.0) 867408],[9356597 np.float64(18730.0) np.float64(18720.0) 330529],[1000 np.float64(19280.0) np.float64(19170.0) 51559124]
09:34:36,[81443 np.float64(18700.0) np.float64(18690.0) 56088],[11000 np.float64(17950.0) np.float64(17920.0) 867408],[9356597 np.float64(18730.0) np.float64(18720.0) 230529],[1000 np.float64(19280.0) np.float64(19170.0) 51559124]
09:34:37,[106819 np.float64(18700.0) np.float64(18690.0) 56088],[11000 np.float64(17950.0) np.float64(17920.0) 867408],[9726377 np.float64(18730.0) np.float64(18720.0) 224609],[1000 np.float64(19280.0) np.float64(19170.0) 52103574]
09:34:38,[106819 np.float64(18700.0) np.float64(18690.0) 56498],[11000 np.float64(17950.0) np.float64(17920.0) 867408],[9706377 np.float64(18730.0) np.float64(18720.0) 213470],[1000 np.float64(19280.0) np.float64(19170.0) 52103574]
09:34:39,[197485 np.float64(18700.0) np.float64(18690.0) 56498],[11000 np.float64(17950.0) np.float64(17920.0) 867408],[9714377 np.float64(18730.0) np.float64(18720.0) 213470],[1000 np.float64(19280.0) np.float64(19170.0) 52104024]
09:34:40,[239041 np.float64(18700.0) np.float64(18690.0) 56498],[11000 np.float64(17950.0) np.float64(17920.0) 867408],[8714377 np.float64(18730.0) np.float64(18720.0) 203901],[1000 np.float64(19280.0) np.float64(19170.0) 52104024]
09:34:41,[239041 np.float64(18700.0) np.float64(18690.0) 56498],[11000 np.float64(17950.0) np.float64(17920.0) 867408],[363339 np.float64(18720.0) np.float64(18710.0) 686140],[1000 np.float64(19280.0) np.float64(19170.0) 51635593]
09:34:42,[231434 np.float64(18700.0) np.float64(18690.0) 12308],[11753 np.float64(17950.0) np.float64(17920.0) 867408],[399426 np.float64(18720.0) np.float64(18710.0) 686140],[1000 np.float64(19280.0) np.float64(19170.0) 51680659]
09:34:43,[231434 np.float64(18700.0) np.float64(18690.0) 12308],[753 np.float64(17950.0) np.float64(17920.0) 867408],[399426 np.float64(18720.0) np.float64(18710.0) 686140],[1000 np.float64(19280.0) np.float64(19170.0) 51780659]
09:34:44,[17692 np.float64(18690.0) np.float64(18680.0) 180462],[753 np.float64(17950.0) np.float64(17920.0) 867408],[400426 np.float64(18720.0) np.float64(18710.0) 686140],[1000 np.float64(19280.0) np.float64(19170.0) 51780659]
09:34:45,[32714 np.float64(18690.0) np.float64(18680.0) 180462],[753 np.float64(17950.0) np.float64(17920.0) 867408],[8807582 np.float64(18730.0) np.float64(18710.0) 686140],[1000 np.float64(19280.0) np.float64(19170.0) 52249090]
09:34:46,[32714 np.float64(18690.0) np.float64(18680.0) 180462],[753 np.float64(17950.0) np.float64(17920.0) 867708],[8717581 np.float64(18730.0) np.float64(18710.0) 686140],[1000 np.float64(19280.0) np.float64(19170.0) 52249090]
09:34:47,[17772 np.float64(18690.0) np.float64(18680.0) 180462],[753 np.float64(17950.0) np.float64(17920.0) 746522],[8843676 np.float64(18730.0) np.float64(18720.0) 1186352],[1000 np.float64(19280.0) np.float64(19170.0) 52249090]
09:34:48,[17772 np.float64(18690.0) np.float64(18680.0) 180462],[553 np.float64(17950.0) np.float64(17920.0) 714318],[8781950 np.float64(18730.0) np.float64(18720.0) 1186352],[1000 np.float64(19280.0) np.float64(19170.0) 52249090]
09:34:49,[17772 np.float64(18690.0) np.float64(18680.0) 180462],[553 np.float64(17950.0) np.float64(17920.0) 405318],[8544992 np.float64(18730.0) np.float64(18720.0) 1196352],[1000 np.float64(19280.0) np.float64(19170.0) 52260874]
09:34:50,[16772 np.float64(18690.0) np.float64(18680.0) 180462],[553 np.float64(17950.0) np.float64(17920.0) 405318],[8559192 np.float64(18730.0) np.float64(18720.0) 1196352],[1000 np.float64(19280.0) np.float64(19170.0) 52260874]
09:34:51,[16772 np.float64(18690.0) np.float64(18680.0) 180462],[47850 np.float64(17970.0) np.float64(17920.0) 405318],[8559192 np.float64(18730.0) np.float64(18720.0) 1196352],[1000 np.float64(19280.0) np.float64(19170.0) 52400874]
09:34:52,[16772 np.float64(18690.0) np.float64(18680.0) 180462],[47850 np.float64(17970.0) np.float64(17920.0) 405318],[8458295 np.float64(18730.0) np.float64(18720.0) 1354526],[1000 np.float64(19280.0) np.float64(19170.0) 52400874]
09:34:53,[4050 np.float64(18690.0) np.float64(18680.0) 167740],[47850 np.float64(17970.0) np.float64(17920.0) 405318],[8063295 np.float64(18730.0) np.float64(18720.0) 1334526],[1000 np.float64(19280.0) np.float64(19170.0) 52400874]
09:34:54,[4050 np.float64(18690.0) np.float64(18680.0) 167740],[56 np.float64(17950.0) np.float64(17920.0) 405318],[8061164 np.float64(18730.0) np.float64(18720.0) 1288626],[1000 np.float64(19280.0) np.float64(19170.0) 52316819]
09:34:55,[2447 np.float64(18690.0) np.float64(18680.0) 167740],[56 np.float64(17970.0) np.float64(17920.0) 405318],[8037816 np.float64(18730.0) np.float64(18720.0) 1261210],[1000 np.float64(19280.0) np.float64(19170.0) 52316819]
09:34:56,[231434 np.float64(18700.0) np.float64(18690.0) 8241],[56 np.float64(17970.0) np.float64(17920.0) 405318],[8037816 np.float64(18730.0) np.float64(18720.0) 1261210],[1000 np.float64(19280.0) np.float64(19170.0) 52316819]
09:34:57,[232098 np.float64(18700.0) np.float64(18690.0) 8241],[56 np.float64(17970.0) np.float64(17920.0) 408662],[8024116 np.float64(18730.0) np.float64(18720.0) 1249464],[1000 np.float64(19280.0) np.float64(19170.0) 52316819]
09:34:58,[232098 np.float64(18700.0) np.float64(18690.0) 8241],[56 np.float64(17970.0) np.float64(17920.0) 408662],[8015998 np.float64(18730.0) np.float64(18720.0) 1203564],[1000 np.float64(19280.0) np.float64(19170.0) 52316819]
09:34:59,[232098 np.float64(18700.0) np.float64(18690.0) 8241],[56 np.float64(17970.0) np.float64(17920.0) 410662],[7915998 np.float64(18730.0) np.float64(18720.0) 1204564],[1000 np.float64(19280.0) np.float64(19170.0) 52316819]
09:35:00,[232098 np.float64(18700.0) np.float64(18690.0) 8241],[56 np.float64(17970.0) np.float64(17930.0) 76475],[7896498 np.float64(18730.0) np.float64(18720.0) 410426],[1000 np.float64(19280.0) np.float64(19170.0) 52316819]
09:35:01,[232098 np.float64(18700.0) np.float64(18690.0) 8241],[9256 np.float64(17970.0) np.float64(17930.0) 124326],[7893798 np.float64(18730.0) np.float64(18720.0) 410426],[1000 np.float64(19280.0) np.float64(19170.0) 52316819]
09:35:02,[227098 np.float64(18700.0) np.float64(18690.0) 8241],[9256 np.float64(17970.0) np.float64(17930.0) 124326],[7888798 np.float64(18730.0) np.float64(18720.0) 410426],[1000 np.float64(19280.0) np.float64(19170.0) 52316819]
09:35:03,[227098 np.float64(18700.0) np.float64(18690.0) 5569],[9256 np.float64(17970.0) np.float64(17930.0) 124326],[7885798 np.float64(18730.0) np.float64(18720.0) 11000],[1000 np.float64(19280.0) np.float64(19170.0) 52316819]
09:35:04,[402672 np.float64(18690.0) np.float64(18680.0) 142440],[9256 np.float64(17970.0) np.float64(17930.0) 124326],[290957 np.float64(18720.0) np.float64(18710.0) 1572368],[1000 np.float64(19280.0) np.float64(19170.0) 52336819]
09:35:05,[402672 np.float64(18690.0) np.float64(18680.0) 142440],[9256 np.float64(17970.0) np.float64(17940.0) 2000],[290957 np.float64(18720.0) np.float64(18710.0) 1572368],[1000 np.float64(19280.0) np.float64(19170.0) 52336819]
09:35:06,[402672 np.float64(18690.0) np.float64(18680.0) 142440],[9256 np.float64(17970.0) np.float64(17940.0) 2000],[240957 np.float64(18720.0) np.float64(18710.0) 1572368],[1000 np.float64(19280.0) np.float64(19170.0) 52336819]
09:35:07,[392672 np.float64(18690.0) np.float64(18680.0) 113690],[9256 np.float64(17970.0) np.float64(17940.0) 2000],[240957 np.float64(18720.0) np.float64(18710.0) 1653159],[1000 np.float64(19280.0) np.float64(19170.0) 52379123]
09:35:08,[392672 np.float64(18690.0) np.float64(18680.0) 113690],[9256 np.float64(17970.0) np.float64(17940.0) 2000],[7134755 np.float64(18730.0) np.float64(18710.0) 1653159],[1000 np.float64(19280.0) np.float64(19170.0) 52379123]
09:35:09,[392672 np.float64(18690.0) np.float64(18680.0) 113690],[9256 np.float64(17970.0) np.float64(17940.0) 2000],[7134755 np.float64(18730.0) np.float64(18710.0) 1653159],[1000 np.float64(19280.0) np.float64(19170.0) 52379123]
09:35:10,[388934 np.float64(18690.0) np.float64(18680.0) 113690],[9256 np.float64(17970.0) np.float64(17940.0) 2000],[7134755 np.float64(18730.0) np.float64(18720.0) 1700],[1000 np.float64(19280.0) np.float64(19170.0) 52282480]
09:35:11,[388934 np.float64(18690.0) np.float64(18680.0) 113690],[9756 np.float64(17970.0) np.float64(17910.0) 120838],[7143030 np.float64(18730.0) np.float64(18720.0) 1700],[1000 np.float64(19280.0) np.float64(19170.0) 52282480]
09:35:12,[387934 np.float64(18690.0) np.float64(18680.0) 113419],[9756 np.float64(17970.0) np.float64(17910.0) 121732],[7143030 np.float64(18730.0) np.float64(18720.0) 51700],[1000 np.float64(19280.0) np.float64(19170.0) 52282480]
09:35:13,[377934 np.float64(18690.0) np.float64(18680.0) 113419],[9756 np.float64(17970.0) np.float64(17910.0) 126732],[6606323 np.float64(18730.0) np.float64(18720.0) 56700],[1000 np.float64(19280.0) np.float64(19170.0) 52282480]
09:35:14,[377934 np.float64(18690.0) np.float64(18680.0) 76206],[10556 np.float64(17970.0) np.float64(17910.0) 126732],[6610823 np.float64(18730.0) np.float64(18720.0) 61700],[1000 np.float64(19280.0) np.float64(19170.0) 52282480]
09:35:15,[37484 np.float64(18680.0) np.float64(18670.0) 208556],[10556 np.float64(17970.0) np.float64(17910.0) 26732],[6610823 np.float64(18730.0) np.float64(18720.0) 66700],[1000 np.float64(19280.0) np.float64(19170.0) 52482480]
09:35:16,[37484 np.float64(18680.0) np.float64(18670.0) 208556],[10556 np.float64(17970.0) np.float64(17940.0) 2000],[6660823 np.float64(18730.0) np.float64(18720.0) 171713],[1000 np.float64(19280.0) np.float64(19170.0) 52482480]
09:35:17,[36984 np.float64(18680.0) np.float64(18670.0) 208556],[10556 np.float64(17970.0) np.float64(17940.0) 4000],[5410502 np.float64(18730.0) np.float64(18720.0) 168451],[1000 np.float64(19280.0) np.float64(19170.0) 52482480]
09:35:18,[36984 np.float64(18680.0) np.float64(18670.0) 208556],[18531 np.float64(17940.0) np.float64(17910.0) 301025],[5379168 np.float64(18730.0) np.float64(18720.0) 173175],[1000 np.float64(19280.0) np.float64(19170.0) 52482480]
09:35:19,[26379 np.float64(18680.0) np.float64(18670.0) 208556],[18531 np.float64(17940.0) np.float64(17910.0) 291025],[5843168 np.float64(18730.0) np.float64(18720.0) 364527],[1000 np.float64(19280.0) np.float64(19170.0) 52481910]
09:35:20,[25379 np.float64(18680.0) np.float64(18670.0) 208556],[18531 np.float64(17940.0) np.float64(17910.0) 91025],[5638502 np.float64(18730.0) np.float64(18720.0) 372180],[1000 np.float64(19280.0) np.float64(19170.0) 52481910]
09:35:21,[25379 np.float64(18680.0) np.float64(18670.0) 208556],[18531 np.float64(17940.0) np.float64(17910.0) 70],[5606175 np.float64(18730.0) np.float64(18720.0) 372180],[1000 np.float64(19280.0) np.float64(19170.0) 52531910]
09:35:22,[25379 np.float64(18680.0) np.float64(18670.0) 209118],[18531 np.float64(17940.0) np.float64(17910.0) 1000],[5506175 np.float64(18730.0) np.float64(18720.0) 377180],[1000 np.float64(19280.0) np.float64(19170.0) 52531910]
09:35:23,[25379 np.float64(18680.0) np.float64(18670.0) 208460],[39729 np.float64(17940.0) np.float64(17910.0) 100000],[4502976 np.float64(18730.0) np.float64(18720.0) 281835],[1000 np.float64(19280.0) np.float64(19170.0) 52531910]
09:35:24,[25879 np.float64(18680.0) np.float64(18670.0) 208460],[39729 np.float64(17940.0) np.float64(17910.0) 100000],[4408868 np.float64(18730.0) np.float64(18720.0) 291835],[1000 np.float64(19280.0) np.float64(19170.0) 52530910]
09:35:25,[25213 np.float64(18680.0) np.float64(18670.0) 208460],[39729 np.float64(17940.0) np.float64(17920.0) 47457],[4553868 np.float64(18730.0) np.float64(18720.0) 291895],[1000 np.float64(19280.0) np.float64(19170.0) 52530910]
09:35:26,[25213 np.float64(18680.0) np.float64(18670.0) 208460],[39729 np.float64(17940.0) np.float64(17920.0) 451348],[4548868 np.float64(18730.0) np.float64(18720.0) 69756],[1000 np.float64(19280.0) np.float64(19170.0) 52530910]
09:35:27,[25213 np.float64(18680.0) np.float64(18670.0) 223158],[39729 np.float64(17940.0) np.float64(17920.0) 451348],[3753136 np.float64(18730.0) np.float64(18720.0) 69756],[1000 np.float64(19280.0) np.float64(19170.0) 52530910]
09:35:28,[25213 np.float64(18680.0) np.float64(18670.0) 123158],[39729 np.float64(17940.0) np.float64(17920.0) 451348],[3759136 np.float64(18730.0) np.float64(18720.0) 150504],[1000 np.float64(19280.0) np.float64(19170.0) 52530910]
09:35:29,[25213 np.float64(18680.0) np.float64(18670.0) 123158],[39729 np.float64(17940.0) np.float64(17920.0) 445771],[3704573 np.float64(18730.0) np.float64(18720.0) 100504],[1000 np.float64(19280.0) np.float64(19170.0) 52530910]
09:35:30,[25213 np.float64(18680.0) np.float64(18670.0) 123158],[39729 np.float64(17940.0) np.float64(17920.0) 445771],[3704573 np.float64(18730.0) np.float64(18720.0) 100504],[1000 np.float64(19280.0) np.float64(19170.0) 52530910]
09:35:31,[25213 np.float64(18680.0) np.float64(18670.0) 123158],[54258 np.float64(17940.0) np.float64(17920.0) 445771],[2839520 np.float64(18730.0) np.float64(18720.0) 100504],[1000 np.float64(19280.0) np.float64(19170.0) 52582493]
09:35:32,[24977 np.float64(18680.0) np.float64(18670.0) 123158],[54258 np.float64(17940.0) np.float64(17920.0) 445771],[1900519 np.float64(18730.0) np.float64(18720.0) 100504],[1000 np.float64(19280.0) np.float64(19170.0) 52582493]
09:35:33,[24977 np.float64(18680.0) np.float64(18670.0) 132357],[54258 np.float64(17940.0) np.float64(17920.0) 445771],[1839244 np.float64(18730.0) np.float64(18720.0) 14756],[1000 np.float64(19280.0) np.float64(19170.0) 52581672]
09:35:34,[24977 np.float64(18680.0) np.float64(18670.0) 132357],[54258 np.float64(17940.0) np.float64(17920.0) 445471],[1389425 np.float64(18730.0) np.float64(18720.0) 64756],[1000 np.float64(19280.0) np.float64(19170.0) 52581672]
09:35:35,[24977 np.float64(18680.0) np.float64(18670.0) 132357],[54258 np.float64(17940.0) np.float64(17920.0) 445471],[1198164 np.float64(18730.0) np.float64(18720.0) 80763],[1000 np.float64(19280.0) np.float64(19170.0) 52650679]
09:35:36,[24977 np.float64(18680.0) np.float64(18670.0) 132357],[74258 np.float64(17940.0) np.float64(17920.0) 445471],[372585 np.float64(18730.0) np.float64(18720.0) 12652],[1000 np.float64(19280.0) np.float64(19170.0) 52650679]
09:35:37,[24923 np.float64(18680.0) np.float64(18670.0) 131857],[174258 np.float64(17940.0) np.float64(17920.0) 445471],[200491 np.float64(18730.0) np.float64(18720.0) 24190],[1000 np.float64(19280.0) np.float64(19170.0) 52650679]
09:35:38,[25423 np.float64(18680.0) np.float64(18670.0) 131857],[174258 np.float64(17940.0) np.float64(17920.0) 447236],[500 np.float64(18770.0) np.float64(18730.0) 75745],[1000 np.float64(19280.0) np.float64(19170.0) 52650679]
09:35:39,[25423 np.float64(18680.0) np.float64(18670.0) 131857],[174258 np.float64(17940.0) np.float64(17920.0) 447236],[500 np.float64(18770.0) np.float64(18730.0) 1084765],[1000 np.float64(19280.0) np.float64(19170.0) 52650679]
09:35:40,[15423 np.float64(18680.0) np.float64(18670.0) 131857],[178723 np.float64(17940.0) np.float64(17920.0) 447236],[500 np.float64(18770.0) np.float64(18730.0) 1064765],[1000 np.float64(19280.0) np.float64(19170.0) 52623575]
09:35:41,[15423 np.float64(18680.0) np.float64(18670.0) 131857],[178723 np.float64(17940.0) np.float64(17920.0) 447236],[500 np.float64(18770.0) np.float64(18730.0) 1405045],[1000 np.float64(19280.0) np.float64(19170.0) 52623575]
09:35:42,[14423 np.float64(18680.0) np.float64(18670.0) 131857],[178723 np.float64(17940.0) np.float64(17920.0) 42236],[500 np.float64(18770.0) np.float64(18730.0) 1365545],[1000 np.float64(19280.0) np.float64(19170.0) 52623575]
09:35:43,[14423 np.float64(18680.0) np.float64(18670.0) 131857],[25014 np.float64(17920.0) np.float64(17910.0) 167375],[500 np.float64(18770.0) np.float64(18730.0) 1265545],[1000 np.float64(19280.0) np.float64(19170.0) 52623575]
09:35:44,[14423 np.float64(18680.0) np.float64(18670.0) 131857],[21014 np.float64(17920.0) np.float64(17910.0) 167375],[500 np.float64(18770.0) np.float64(18730.0) 1539891],[1000 np.float64(19280.0) np.float64(19170.0) 52623575]
09:35:45,[14423 np.float64(18680.0) np.float64(18670.0) 131857],[539630 np.float64(17910.0) np.float64(17900.0) 8286371],[500 np.float64(18770.0) np.float64(18730.0) 1378622],[1000 np.float64(19280.0) np.float64(19170.0) 52622704]
09:35:46,[14423 np.float64(18680.0) np.float64(18670.0) 131357],[379895 np.float64(17910.0) np.float64(17900.0) 8186371],[500 np.float64(18770.0) np.float64(18730.0) 1262879],[1000 np.float64(19280.0) np.float64(19170.0) 52622704]
09:35:47,[14423 np.float64(18680.0) np.float64(18670.0) 131357],[379895 np.float64(17910.0) np.float64(17900.0) 8186371],[500 np.float64(18770.0) np.float64(18730.0) 971790],[1000 np.float64(19280.0) np.float64(19170.0) 52622704]
09:35:48,[14423 np.float64(18680.0) np.float64(18670.0) 131357],[379895 np.float64(17910.0) np.float64(17900.0) 8186371],[500 np.float64(18770.0) np.float64(18730.0) 1060240],[1000 np.float64(19280.0) np.float64(19170.0) 52622704]
09:35:49,[14723 np.float64(18680.0) np.float64(18670.0) 131357],[379895 np.float64(17910.0) np.float64(17900.0) 8186371],[500 np.float64(18770.0) np.float64(18730.0) 1419332],[1000 np.float64(19280.0) np.float64(19170.0) 52622704]
09:35:50,[12723 np.float64(18680.0) np.float64(18670.0) 131357],[379895 np.float64(17910.0) np.float64(17900.0) 8186371],[500 np.float64(18770.0) np.float64(18730.0) 1049315],[1000 np.float64(19280.0) np.float64(19170.0) 52622704]
09:35:51,[12723 np.float64(18680.0) np.float64(18670.0) 131357],[379895 np.float64(17910.0) np.float64(17900.0) 8187371],[500 np.float64(18770.0) np.float64(18730.0) 1012533],[1000 np.float64(19280.0) np.float64(19170.0) 52621904]
09:35:52,[27723 np.float64(18680.0) np.float64(18670.0) 131357],[379895 np.float64(17910.0) np.float64(17900.0) 7942810],[500 np.float64(18770.0) np.float64(18730.0) 928302],[1000 np.float64(19280.0) np.float64(19170.0) 52671904]
09:35:53,[27723 np.float64(18680.0) np.float64(18670.0) 131357],[379895 np.float64(17910.0) np.float64(17900.0) 7942810],[500 np.float64(18770.0) np.float64(18730.0) 736402],[1000 np.float64(19280.0) np.float64(19170.0) 52671904]
09:35:54,[21824 np.float64(18670.0) np.float64(18660.0) 295521],[379895 np.float64(17910.0) np.float64(17900.0) 7942810],[500 np.float64(18770.0) np.float64(18730.0) 595098],[1000 np.float64(19280.0) np.float64(19170.0) 52671904]
