,1403-08-29,1403-08-30,1403-09-03,1403-09-04
09:15:00,[3084 np.float64(18800.0) np.float64(18730.0) 31110376],[71854 np.float64(18220.0) np.float64(18210.0) 2065],"[nan, nan, nan, nan]",[2109800 np.float64(19170.0) np.float64(19150.0) 9689]
09:15:01,[3084 np.float64(18800.0) np.float64(18730.0) 31110376],[16430 np.float64(18220.0) np.float64(18210.0) 4740],"[nan, nan, nan, nan]",[2105068 np.float64(19170.0) np.float64(19150.0) 9689]
09:15:02,[3084 np.float64(18800.0) np.float64(18730.0) 31110376],[16430 np.float64(18220.0) np.float64(18210.0) 4740],[165259 np.float64(18390.0) np.float64(18380.0) 14549],[2094021 np.float64(19170.0) np.float64(19150.0) 9689]
09:15:03,[3084 np.float64(18800.0) np.float64(18730.0) 31110376],[28260 np.float64(18210.0) np.float64(18200.0) 18020],[65259 np.float64(18390.0) np.float64(18380.0) 14549],[2094021 np.float64(19170.0) np.float64(19160.0) 265]
09:15:04,[3084 np.float64(18800.0) np.float64(18730.0) 31110376],[18605 np.float64(18210.0) np.float64(18200.0) 18020],[65259 np.float64(18390.0) np.float64(18380.0) 14549],[2081021 np.float64(19170.0) np.float64(19160.0) 265]
09:15:05,[3084 np.float64(18800.0) np.float64(18730.0) 31160376],[18605 np.float64(18210.0) np.float64(18200.0) 18020],[65259 np.float64(18390.0) np.float64(18380.0) 14549],[2081021 np.float64(19170.0) np.float64(19160.0) 265]
09:15:06,[3084 np.float64(18800.0) np.float64(18730.0) 31160376],[18605 np.float64(18210.0) np.float64(18170.0) 10573],[65259 np.float64(18390.0) np.float64(18380.0) 14549],[2076267 np.float64(19170.0) np.float64(19160.0) 265]
09:15:07,[3084 np.float64(18800.0) np.float64(18730.0) 31160376],[18605 np.float64(18210.0) np.float64(18200.0) 2000],[65259 np.float64(18390.0) np.float64(18380.0) 14549],[2076267 np.float64(19170.0) np.float64(19160.0) 265]
09:15:08,[3084 np.float64(18800.0) np.float64(18730.0) 31163579],[15605 np.float64(18210.0) np.float64(18200.0) 2000],[58842 np.float64(18390.0) np.float64(18380.0) 14364],[2076267 np.float64(19170.0) np.float64(19160.0) 265]
09:15:09,[3084 np.float64(18800.0) np.float64(18730.0) 31183579],[15605 np.float64(18210.0) np.float64(18200.0) 2000],[8842 np.float64(18390.0) np.float64(18380.0) 14564],[2076267 np.float64(19170.0) np.float64(19160.0) 265]
09:15:10,[3084 np.float64(18800.0) np.float64(18730.0) 31195296],[15605 np.float64(18210.0) np.float64(18200.0) 2000],[8842 np.float64(18390.0) np.float64(18380.0) 18837],[2074501 np.float64(19170.0) np.float64(19160.0) 4265]
09:15:11,[3084 np.float64(18800.0) np.float64(18730.0) 31245296],[65389 np.float64(18220.0) np.float64(18170.0) 10573],[20000 np.float64(18390.0) np.float64(18380.0) 18837],[2068448 np.float64(19170.0) np.float64(19160.0) 1965]
09:15:12,[3084 np.float64(18800.0) np.float64(18730.0) 31263136],[65389 np.float64(18220.0) np.float64(18200.0) 1023],[39000 np.float64(18390.0) np.float64(18380.0) 18837],[2067749 np.float64(19170.0) np.float64(19160.0) 1965]
09:15:13,[3084 np.float64(18800.0) np.float64(18730.0) 31263136],[65389 np.float64(18220.0) np.float64(18200.0) 1023],[39000 np.float64(18390.0) np.float64(18380.0) 18837],[2061539 np.float64(19170.0) np.float64(19160.0) 486]
09:15:14,[3084 np.float64(18800.0) np.float64(18730.0) 31167680],[165389 np.float64(18220.0) np.float64(18210.0) 4797],[39000 np.float64(18390.0) np.float64(18380.0) 18837],[2026329 np.float64(19170.0) np.float64(19160.0) 686]
09:15:15,[3084 np.float64(18800.0) np.float64(18730.0) 31149005],[165389 np.float64(18220.0) np.float64(18210.0) 3697],[39000 np.float64(18390.0) np.float64(18380.0) 18837],[2026329 np.float64(19170.0) np.float64(19160.0) 686]
09:15:16,[3084 np.float64(18800.0) np.float64(18730.0) 31149005],[165389 np.float64(18220.0) np.float64(18210.0) 1697],[249337 np.float64(18400.0) np.float64(18380.0) 18837],[2026329 np.float64(19170.0) np.float64(19160.0) 421]
09:15:17,[3084 np.float64(18800.0) np.float64(18730.0) 31144005],[165389 np.float64(18220.0) np.float64(18200.0) 720],[55000 np.float64(18390.0) np.float64(18380.0) 28637],[564 np.float64(19160.0) np.float64(19150.0) 10744]
09:15:18,[3084 np.float64(18800.0) np.float64(18730.0) 31244005],[165389 np.float64(18220.0) np.float64(18210.0) 20000],[55000 np.float64(18390.0) np.float64(18380.0) 28637],[100564 np.float64(19160.0) np.float64(19150.0) 10744]
09:15:19,[3084 np.float64(18800.0) np.float64(18730.0) 31277785],[265389 np.float64(18220.0) np.float64(18210.0) 20000],[686 np.float64(18390.0) np.float64(18380.0) 31354],[100564 np.float64(19160.0) np.float64(19150.0) 10744]
09:15:20,[3084 np.float64(18800.0) np.float64(18730.0) 31327785],[165445 np.float64(18210.0) np.float64(18200.0) 720],[686 np.float64(18390.0) np.float64(18380.0) 31354],[100564 np.float64(19160.0) np.float64(19150.0) 10744]
09:15:21,[3084 np.float64(18800.0) np.float64(18730.0) 31327785],[164445 np.float64(18210.0) np.float64(18200.0) 720],[686 np.float64(18390.0) np.float64(18380.0) 31354],[70564 np.float64(19160.0) np.float64(19150.0) 20744]
09:15:22,[3084 np.float64(18800.0) np.float64(18730.0) 31327785],[164445 np.float64(18210.0) np.float64(18200.0) 720],[686 np.float64(18390.0) np.float64(18380.0) 32064],[70564 np.float64(19160.0) np.float64(19150.0) 20944]
09:15:23,[3084 np.float64(18800.0) np.float64(18730.0) 31328318],[164445 np.float64(18210.0) np.float64(18200.0) 720],[686 np.float64(18390.0) np.float64(18380.0) 22498],[60564 np.float64(19160.0) np.float64(19150.0) 20944]
09:15:24,[3084 np.float64(18800.0) np.float64(18730.0) 31328318],[209445 np.float64(18210.0) np.float64(18200.0) 720],[686 np.float64(18390.0) np.float64(18380.0) 21998],[2013841 np.float64(19170.0) np.float64(19150.0) 21944]
09:15:25,[3084 np.float64(18800.0) np.float64(18730.0) 31328318],[210504 np.float64(18210.0) np.float64(18200.0) 720],[28686 np.float64(18390.0) np.float64(18380.0) 21998],[2013841 np.float64(19170.0) np.float64(19150.0) 21944]
09:15:26,[3084 np.float64(18800.0) np.float64(18730.0) 31328318],[210004 np.float64(18210.0) np.float64(18200.0) 720],[28686 np.float64(18390.0) np.float64(18380.0) 21998],[2013841 np.float64(19170.0) np.float64(19150.0) 21944]
09:15:27,[3084 np.float64(18800.0) np.float64(18730.0) 31338318],[210004 np.float64(18210.0) np.float64(18200.0) 720],[28686 np.float64(18390.0) np.float64(18380.0) 21998],[2013841 np.float64(19170.0) np.float64(19150.0) 26944]
09:15:28,[3084 np.float64(18800.0) np.float64(18730.0) 31338318],[116066 np.float64(18200.0) np.float64(18150.0) 1558024],[28686 np.float64(18390.0) np.float64(18380.0) 21998],[2013841 np.float64(19170.0) np.float64(19150.0) 26944]
09:15:29,[3084 np.float64(18800.0) np.float64(18730.0) 31338318],[116066 np.float64(18200.0) np.float64(18160.0) 90000],[93686 np.float64(18390.0) np.float64(18380.0) 21998],[2016204 np.float64(19170.0) np.float64(19150.0) 27944]
09:15:30,[3084 np.float64(18800.0) np.float64(18730.0) 31338318],[126066 np.float64(18200.0) np.float64(18160.0) 90000],[93686 np.float64(18390.0) np.float64(18380.0) 22148],[2016204 np.float64(19170.0) np.float64(19150.0) 27944]
09:15:31,[3084 np.float64(18800.0) np.float64(18730.0) 31338318],[171066 np.float64(18200.0) np.float64(18160.0) 90286],[143686 np.float64(18390.0) np.float64(18380.0) 22148],[2056204 np.float64(19170.0) np.float64(19160.0) 5000]
09:15:32,[3084 np.float64(18800.0) np.float64(18730.0) 31338318],[171066 np.float64(18200.0) np.float64(18170.0) 1200],[143686 np.float64(18390.0) np.float64(18380.0) 22148],[2106559 np.float64(19170.0) np.float64(19160.0) 5000]
09:15:33,[3084 np.float64(18800.0) np.float64(18730.0) 31333507],[171066 np.float64(18200.0) np.float64(18170.0) 1200],[143686 np.float64(18390.0) np.float64(18380.0) 15348],[2111559 np.float64(19170.0) np.float64(19160.0) 5000]
09:15:34,[3084 np.float64(18800.0) np.float64(18730.0) 31333507],[171066 np.float64(18200.0) np.float64(18170.0) 1200],[198686 np.float64(18390.0) np.float64(18380.0) 15348],[2112212 np.float64(19170.0) np.float64(19160.0) 5000]
09:15:35,[3084 np.float64(18800.0) np.float64(18730.0) 31444863],[171066 np.float64(18200.0) np.float64(18170.0) 1200],[198143 np.float64(18390.0) np.float64(18380.0) 15348],[2112212 np.float64(19170.0) np.float64(19160.0) 18000]
09:15:36,[3084 np.float64(18800.0) np.float64(18730.0) 31444863],[171066 np.float64(18200.0) np.float64(18170.0) 2200],[198143 np.float64(18390.0) np.float64(18380.0) 15348],[2102212 np.float64(19170.0) np.float64(19160.0) 18200]
09:15:37,[3084 np.float64(18800.0) np.float64(18730.0) 31475933],[171066 np.float64(18200.0) np.float64(18170.0) 2200],[39652 np.float64(18380.0) np.float64(18370.0) 101004],[2102212 np.float64(19170.0) np.float64(19160.0) 18200]
09:15:38,[3084 np.float64(18800.0) np.float64(18730.0) 31535933],[178066 np.float64(18200.0) np.float64(18170.0) 2200],[85728 np.float64(18380.0) np.float64(18370.0) 101064],[2097962 np.float64(19170.0) np.float64(19160.0) 18200]
09:15:39,[3084 np.float64(18800.0) np.float64(18730.0) 31518401],[178066 np.float64(18200.0) np.float64(18170.0) 2200],[85728 np.float64(18380.0) np.float64(18370.0) 101064],[2040958 np.float64(19170.0) np.float64(19160.0) 18200]
09:15:40,[3084 np.float64(18800.0) np.float64(18730.0) 31518401],[178066 np.float64(18200.0) np.float64(18170.0) 2200],[89448 np.float64(18380.0) np.float64(18370.0) 101064],[2040958 np.float64(19170.0) np.float64(19160.0) 18200]
09:15:41,[3084 np.float64(18800.0) np.float64(18730.0) 31518401],[178566 np.float64(18200.0) np.float64(18160.0) 80000],[88085 np.float64(18380.0) np.float64(18370.0) 101607],[2040958 np.float64(19170.0) np.float64(19160.0) 18200]
09:15:42,[3084 np.float64(18800.0) np.float64(18730.0) 31518401],[178566 np.float64(18200.0) np.float64(18160.0) 80000],[88085 np.float64(18380.0) np.float64(18370.0) 101607],[2040958 np.float64(19170.0) np.float64(19160.0) 22550]
09:15:43,[3084 np.float64(18800.0) np.float64(18730.0) 31521574],[182066 np.float64(18200.0) np.float64(18170.0) 50000],[103000 np.float64(18380.0) np.float64(18370.0) 101607],[2040958 np.float64(19170.0) np.float64(19160.0) 22550]
09:15:44,[3084 np.float64(18800.0) np.float64(18730.0) 31524074],[182066 np.float64(18200.0) np.float64(18150.0) 117407],[103000 np.float64(18380.0) np.float64(18360.0) 63060],[2067145 np.float64(19170.0) np.float64(19160.0) 22550]
09:15:45,[3084 np.float64(18800.0) np.float64(18730.0) 31539074],[182066 np.float64(18200.0) np.float64(18150.0) 117407],[97000 np.float64(18380.0) np.float64(18360.0) 63060],[2067145 np.float64(19170.0) np.float64(19160.0) 22550]
09:15:46,[3084 np.float64(18800.0) np.float64(18730.0) 31549074],[182066 np.float64(18200.0) np.float64(18150.0) 67407],[97000 np.float64(18380.0) np.float64(18360.0) 63060],[2750 np.float64(19160.0) np.float64(19150.0) 37544]
09:15:47,[3084 np.float64(18800.0) np.float64(18730.0) 31561074],[126664 np.float64(18180.0) np.float64(18150.0) 67407],[97000 np.float64(18380.0) np.float64(18360.0) 63060],[6750 np.float64(19160.0) np.float64(19150.0) 37444]
09:15:48,[3084 np.float64(18800.0) np.float64(18730.0) 31561074],[100153 np.float64(18190.0) np.float64(18150.0) 67407],[30940 np.float64(18360.0) np.float64(18350.0) 200878],[6750 np.float64(19160.0) np.float64(19150.0) 28444]
09:15:49,[3084 np.float64(18800.0) np.float64(18730.0) 31561074],[100153 np.float64(18190.0) np.float64(18150.0) 67407],[35940 np.float64(18360.0) np.float64(18350.0) 200878],[474944 np.float64(19170.0) np.float64(19150.0) 28444]
09:15:50,[3084 np.float64(18800.0) np.float64(18730.0) 31561074],[100153 np.float64(18190.0) np.float64(18160.0) 10994],[35940 np.float64(18360.0) np.float64(18350.0) 200878],[1000 np.float64(19280.0) np.float64(19170.0) 525606]
09:15:51,[3084 np.float64(18800.0) np.float64(18730.0) 31566074],[100153 np.float64(18190.0) np.float64(18160.0) 10994],[35940 np.float64(18360.0) np.float64(18350.0) 200878],[1000 np.float64(19280.0) np.float64(19170.0) 1525606]
09:15:52,[3084 np.float64(18800.0) np.float64(18730.0) 31566074],[200153 np.float64(18190.0) np.float64(18160.0) 10994],[48212 np.float64(18380.0) np.float64(18350.0) 195878],[1000 np.float64(19280.0) np.float64(19170.0) 2513606]
09:15:53,[3084 np.float64(18800.0) np.float64(18730.0) 31566074],[200153 np.float64(18190.0) np.float64(18160.0) 10994],[5000 np.float64(18350.0) np.float64(18340.0) 54347],[1000 np.float64(19280.0) np.float64(19170.0) 3523606]
09:15:54,[3084 np.float64(18800.0) np.float64(18730.0) 31566074],[200153 np.float64(18190.0) np.float64(18160.0) 10994],[5000 np.float64(18350.0) np.float64(18340.0) 54347],[1000 np.float64(19280.0) np.float64(19170.0) 3523606]
09:15:55,[3084 np.float64(18800.0) np.float64(18730.0) 31566074],[200153 np.float64(18190.0) np.float64(18160.0) 10994],[5000 np.float64(18350.0) np.float64(18320.0) 182597],[1000 np.float64(19280.0) np.float64(19170.0) 3723606]
09:15:56,[3084 np.float64(18800.0) np.float64(18730.0) 31566074],[200153 np.float64(18190.0) np.float64(18160.0) 10994],[4600 np.float64(18350.0) np.float64(18320.0) 82597],[1000 np.float64(19280.0) np.float64(19170.0) 4834663]
09:15:57,[3084 np.float64(18800.0) np.float64(18730.0) 31569074],[200153 np.float64(18190.0) np.float64(18160.0) 10994],[12600 np.float64(18350.0) np.float64(18330.0) 1539],[1000 np.float64(19280.0) np.float64(19170.0) 4845312]
09:15:58,[3084 np.float64(18800.0) np.float64(18730.0) 31909646],[200153 np.float64(18190.0) np.float64(18160.0) 10994],[230834 np.float64(18300.0) np.float64(18290.0) 500],[1000 np.float64(19280.0) np.float64(19170.0) 4851522]
09:15:59,[3084 np.float64(18800.0) np.float64(18730.0) 31909646],[71066 np.float64(18180.0) np.float64(18160.0) 10994],[230834 np.float64(18300.0) np.float64(18290.0) 500],[1000 np.float64(19280.0) np.float64(19170.0) 4851522]
09:16:00,[3084 np.float64(18800.0) np.float64(18730.0) 31909646],[116066 np.float64(18180.0) np.float64(18160.0) 9922],[180834 np.float64(18300.0) np.float64(18290.0) 500],[1000 np.float64(19280.0) np.float64(19170.0) 4873950]
09:16:01,[3084 np.float64(18800.0) np.float64(18730.0) 31909646],[116066 np.float64(18180.0) np.float64(18160.0) 4550],[190834 np.float64(18300.0) np.float64(18290.0) 500],[1000 np.float64(19280.0) np.float64(19170.0) 4874950]
09:16:02,[3084 np.float64(18800.0) np.float64(18730.0) 31961518],[116066 np.float64(18180.0) np.float64(18160.0) 4550],[187834 np.float64(18300.0) np.float64(18290.0) 500],[1000 np.float64(19280.0) np.float64(19170.0) 4873620]
09:16:03,[3084 np.float64(18800.0) np.float64(18730.0) 31951518],[116066 np.float64(18180.0) np.float64(18160.0) 4550],[187334 np.float64(18300.0) np.float64(18290.0) 500],[1000 np.float64(19280.0) np.float64(19170.0) 5872701]
09:16:04,[3084 np.float64(18800.0) np.float64(18730.0) 32351518],[132133 np.float64(18180.0) np.float64(18160.0) 4550],[186534 np.float64(18300.0) np.float64(18290.0) 500],[1000 np.float64(19280.0) np.float64(19170.0) 6048701]
09:16:05,[3084 np.float64(18800.0) np.float64(18730.0) 32351518],[132133 np.float64(18180.0) np.float64(18160.0) 4550],[2000 np.float64(18340.0) np.float64(18300.0) 5673],[1000 np.float64(19280.0) np.float64(19170.0) 6068701]
09:16:06,[3084 np.float64(18800.0) np.float64(18730.0) 32345822],[132133 np.float64(18180.0) np.float64(18160.0) 4550],[2000 np.float64(18340.0) np.float64(18300.0) 155673],[1000 np.float64(19280.0) np.float64(19170.0) 8075133]
09:16:07,[3084 np.float64(18800.0) np.float64(18730.0) 32345822],[132133 np.float64(18180.0) np.float64(18170.0) 2000],[2000 np.float64(18340.0) np.float64(18300.0) 150000],[1000 np.float64(19280.0) np.float64(19170.0) 9335835]
09:16:08,[3084 np.float64(18800.0) np.float64(18730.0) 32345822],[55461 np.float64(18170.0) np.float64(18160.0) 2751],[2000 np.float64(18340.0) np.float64(18300.0) 151000],[1000 np.float64(19280.0) np.float64(19170.0) 9341835]
09:16:09,[3084 np.float64(18800.0) np.float64(18730.0) 32345822],[55461 np.float64(18170.0) np.float64(18160.0) 3751],[160000 np.float64(18300.0) np.float64(18290.0) 10500],[1000 np.float64(19280.0) np.float64(19170.0) 8660359]
09:16:10,[3084 np.float64(18800.0) np.float64(18730.0) 32345822],[55461 np.float64(18170.0) np.float64(18160.0) 3751],[300000 np.float64(18300.0) np.float64(18290.0) 10500],[1000 np.float64(19280.0) np.float64(19170.0) 8867133]
09:16:11,[3084 np.float64(18800.0) np.float64(18730.0) 32395822],[45461 np.float64(18170.0) np.float64(18160.0) 3951],[9500 np.float64(18290.0) np.float64(18260.0) 87868],[1000 np.float64(19280.0) np.float64(19170.0) 8868133]
09:16:12,[3084 np.float64(18800.0) np.float64(18730.0) 32395822],[45461 np.float64(18170.0) np.float64(18160.0) 4151],[300000 np.float64(18300.0) np.float64(18290.0) 40500],[1000 np.float64(19280.0) np.float64(19170.0) 8879133]
09:16:13,[3084 np.float64(18800.0) np.float64(18730.0) 32390822],[45461 np.float64(18170.0) np.float64(18160.0) 4351],[290000 np.float64(18300.0) np.float64(18250.0) 232915],[1000 np.float64(19280.0) np.float64(19170.0) 9194133]
09:16:14,[3084 np.float64(18800.0) np.float64(18730.0) 32390822],[45461 np.float64(18170.0) np.float64(18160.0) 4351],[290000 np.float64(18300.0) np.float64(18250.0) 232615],[1000 np.float64(19280.0) np.float64(19170.0) 9194133]
09:16:15,[3084 np.float64(18800.0) np.float64(18730.0) 32390822],[35649 np.float64(18160.0) np.float64(18150.0) 108845],[290000 np.float64(18300.0) np.float64(18250.0) 32615],[1000 np.float64(19280.0) np.float64(19170.0) 9257286]
09:16:16,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[41187 np.float64(18160.0) np.float64(18150.0) 108845],[199300 np.float64(18250.0) np.float64(18240.0) 5490],[1000 np.float64(19280.0) np.float64(19170.0) 9257551]
09:16:17,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[41187 np.float64(18160.0) np.float64(18150.0) 109845],[39300 np.float64(18250.0) np.float64(18240.0) 5490],[1000 np.float64(19280.0) np.float64(19170.0) 10109617]
09:16:18,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[41187 np.float64(18160.0) np.float64(18150.0) 109845],[205788 np.float64(18300.0) np.float64(18240.0) 5490],[1000 np.float64(19280.0) np.float64(19170.0) 10054617]
09:16:19,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[41187 np.float64(18160.0) np.float64(18150.0) 110045],[143788 np.float64(18300.0) np.float64(18250.0) 71965],[1000 np.float64(19280.0) np.float64(19170.0) 10061217]
09:16:20,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[41187 np.float64(18160.0) np.float64(18150.0) 110445],[113788 np.float64(18300.0) np.float64(18250.0) 64965],[1000 np.float64(19280.0) np.float64(19170.0) 10152168]
09:16:21,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[41187 np.float64(18160.0) np.float64(18150.0) 110445],[113788 np.float64(18300.0) np.float64(18250.0) 64965],[1000 np.float64(19280.0) np.float64(19170.0) 10174462]
09:16:22,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[41187 np.float64(18160.0) np.float64(18150.0) 110445],[113788 np.float64(18300.0) np.float64(18260.0) 100000],[1000 np.float64(19280.0) np.float64(19170.0) 10265063]
09:16:23,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[40907 np.float64(18160.0) np.float64(18150.0) 110511],[113788 np.float64(18300.0) np.float64(18260.0) 100000],[1000 np.float64(19280.0) np.float64(19170.0) 10500251]
09:16:24,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[90907 np.float64(18160.0) np.float64(18150.0) 110511],[125453 np.float64(18300.0) np.float64(18260.0) 30845],[1000 np.float64(19280.0) np.float64(19170.0) 10510251]
09:16:25,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[90907 np.float64(18160.0) np.float64(18150.0) 93957],[96396 np.float64(18300.0) np.float64(18260.0) 30845],[1000 np.float64(19280.0) np.float64(19170.0) 10510251]
09:16:26,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[90907 np.float64(18160.0) np.float64(18150.0) 93957],[96396 np.float64(18300.0) np.float64(18260.0) 131845],[1000 np.float64(19280.0) np.float64(19170.0) 10466287]
09:16:27,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[92107 np.float64(18160.0) np.float64(18150.0) 93957],[96396 np.float64(18300.0) np.float64(18270.0) 30000],[1000 np.float64(19280.0) np.float64(19170.0) 10763022]
09:16:28,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[92107 np.float64(18160.0) np.float64(18150.0) 93457],[96396 np.float64(18300.0) np.float64(18270.0) 30000],[1000 np.float64(19280.0) np.float64(19170.0) 10676612]
09:16:29,[3084 np.float64(18800.0) np.float64(18730.0) 32390552],[92107 np.float64(18160.0) np.float64(18150.0) 93457],[96396 np.float64(18300.0) np.float64(18270.0) 80000],[1000 np.float64(19280.0) np.float64(19170.0) 11007874]
09:16:30,[3084 np.float64(18800.0) np.float64(18730.0) 32406273],[92107 np.float64(18160.0) np.float64(18150.0) 93457],[99396 np.float64(18300.0) np.float64(18270.0) 130000],[1000 np.float64(19280.0) np.float64(19170.0) 12606492]
09:16:31,[3084 np.float64(18800.0) np.float64(18730.0) 32406273],[92107 np.float64(18160.0) np.float64(18150.0) 93657],[98396 np.float64(18300.0) np.float64(18270.0) 180000],[1000 np.float64(19280.0) np.float64(19170.0) 12501415]
09:16:32,[3084 np.float64(18800.0) np.float64(18730.0) 32406273],[92107 np.float64(18160.0) np.float64(18150.0) 93411],[92396 np.float64(18300.0) np.float64(18270.0) 180000],[1000 np.float64(19280.0) np.float64(19170.0) 12501415]
09:16:33,[3084 np.float64(18800.0) np.float64(18730.0) 32405773],[92407 np.float64(18160.0) np.float64(18150.0) 38315],[89956 np.float64(18300.0) np.float64(18270.0) 180000],[1000 np.float64(19280.0) np.float64(19170.0) 13501415]
09:16:34,[3084 np.float64(18800.0) np.float64(18730.0) 32105747],[92407 np.float64(18160.0) np.float64(18150.0) 38315],[88956 np.float64(18300.0) np.float64(18270.0) 211335],[1000 np.float64(19280.0) np.float64(19170.0) 13991127]
09:16:35,[3084 np.float64(18800.0) np.float64(18730.0) 32102006],[39685 np.float64(18150.0) np.float64(18140.0) 90956],[28956 np.float64(18300.0) np.float64(18270.0) 211335],[1000 np.float64(19280.0) np.float64(19170.0) 13915918]
09:16:36,[3084 np.float64(18800.0) np.float64(18730.0) 32100936],[50685 np.float64(18150.0) np.float64(18140.0) 90956],[23956 np.float64(18300.0) np.float64(18280.0) 70000],[1000 np.float64(19280.0) np.float64(19170.0) 14968022]
09:16:37,[3084 np.float64(18800.0) np.float64(18730.0) 32077436],[60685 np.float64(18150.0) np.float64(18140.0) 90956],[4251 np.float64(18300.0) np.float64(18280.0) 105000],[1000 np.float64(19280.0) np.float64(19170.0) 14968022]
09:16:38,[3084 np.float64(18800.0) np.float64(18730.0) 32077436],[60685 np.float64(18150.0) np.float64(18140.0) 85056],[25000 np.float64(18330.0) np.float64(18300.0) 39705],[1000 np.float64(19280.0) np.float64(19170.0) 14767436]
09:16:39,[3084 np.float64(18800.0) np.float64(18730.0) 32077166],[55685 np.float64(18150.0) np.float64(18140.0) 85056],[25000 np.float64(18330.0) np.float64(18300.0) 39705],[1000 np.float64(19280.0) np.float64(19170.0) 14967883]
09:16:40,[3084 np.float64(18800.0) np.float64(18730.0) 32077166],[55685 np.float64(18150.0) np.float64(18140.0) 35056],[25000 np.float64(18330.0) np.float64(18300.0) 109705],[1000 np.float64(19280.0) np.float64(19170.0) 14967883]
09:16:41,[3084 np.float64(18800.0) np.float64(18730.0) 32077166],[55685 np.float64(18150.0) np.float64(18140.0) 29118],[14199 np.float64(18330.0) np.float64(18300.0) 109705],[1000 np.float64(19280.0) np.float64(19170.0) 14967883]
09:16:42,[3084 np.float64(18800.0) np.float64(18730.0) 32077166],[55685 np.float64(18150.0) np.float64(18140.0) 29118],[13199 np.float64(18330.0) np.float64(18300.0) 139705],[1000 np.float64(19280.0) np.float64(19170.0) 15111857]
09:16:43,[3084 np.float64(18800.0) np.float64(18730.0) 32077166],[55685 np.float64(18150.0) np.float64(18140.0) 29118],[1199 np.float64(18330.0) np.float64(18300.0) 226856],[1000 np.float64(19280.0) np.float64(19170.0) 15134777]
09:16:44,[3084 np.float64(18800.0) np.float64(18730.0) 32077166],[55685 np.float64(18150.0) np.float64(18140.0) 29118],[1199 np.float64(18330.0) np.float64(18300.0) 276856],[1000 np.float64(19280.0) np.float64(19170.0) 15134877]
09:16:45,[3084 np.float64(18800.0) np.float64(18730.0) 32076766],[486563 np.float64(18150.0) np.float64(18140.0) 29118],[1199 np.float64(18330.0) np.float64(18300.0) 276856],[1000 np.float64(19280.0) np.float64(19170.0) 15144877]
09:16:46,[3084 np.float64(18800.0) np.float64(18730.0) 32076766],[486563 np.float64(18150.0) np.float64(18140.0) 29118],[1199 np.float64(18330.0) np.float64(18310.0) 80000],[1000 np.float64(19280.0) np.float64(19170.0) 15144877]
09:16:47,[3084 np.float64(18800.0) np.float64(18730.0) 32076766],[486563 np.float64(18150.0) np.float64(18140.0) 29118],[1199 np.float64(18330.0) np.float64(18310.0) 80000],[1000 np.float64(19280.0) np.float64(19170.0) 15144877]
09:16:48,[3084 np.float64(18800.0) np.float64(18730.0) 32058852],[473563 np.float64(18150.0) np.float64(18140.0) 529118],[1199 np.float64(18330.0) np.float64(18310.0) 80000],[1000 np.float64(19280.0) np.float64(19170.0) 15085103]
09:16:49,[3084 np.float64(18800.0) np.float64(18730.0) 32058852],[473563 np.float64(18150.0) np.float64(18140.0) 509118],[1199 np.float64(18330.0) np.float64(18310.0) 90000],[1000 np.float64(19280.0) np.float64(19170.0) 15088812]
09:16:50,[3084 np.float64(18800.0) np.float64(18730.0) 32058852],[473563 np.float64(18150.0) np.float64(18140.0) 509118],[3200 np.float64(18340.0) np.float64(18330.0) 8801],[1000 np.float64(19280.0) np.float64(19170.0) 14588812]
09:16:51,[3084 np.float64(18800.0) np.float64(18730.0) 32058852],[489396 np.float64(18150.0) np.float64(18140.0) 509118],[3200 np.float64(18340.0) np.float64(18330.0) 8801],[1000 np.float64(19280.0) np.float64(19170.0) 15591367]
09:16:52,[3084 np.float64(18800.0) np.float64(18730.0) 31058852],[489396 np.float64(18150.0) np.float64(18140.0) 509118],[3200 np.float64(18340.0) np.float64(18330.0) 8801],[1000 np.float64(19280.0) np.float64(19170.0) 15591367]
09:16:53,[3084 np.float64(18800.0) np.float64(18730.0) 31008852],[478396 np.float64(18150.0) np.float64(18140.0) 509118],[3002 np.float64(18340.0) np.float64(18330.0) 9316],[1000 np.float64(19280.0) np.float64(19170.0) 15591367]
09:16:54,[3084 np.float64(18800.0) np.float64(18730.0) 31003852],[478396 np.float64(18150.0) np.float64(18140.0) 509118],[194327 np.float64(18350.0) np.float64(18340.0) 997],[1000 np.float64(19280.0) np.float64(19170.0) 15591105]
09:16:55,[3084 np.float64(18800.0) np.float64(18730.0) 30711647],[478396 np.float64(18150.0) np.float64(18140.0) 519118],[194327 np.float64(18350.0) np.float64(18340.0) 1096],[1000 np.float64(19280.0) np.float64(19170.0) 15591105]
