,1403-08-29,1403-08-30,1403-09-03,1403-09-04
09:36:44,[10 np.float64(1849.0) np.float64(1841.0) 30],[20 np.float64(1323.0) np.float64(1280.0) 86],[6 np.float64(2048.0) np.float64(2040.0) 233],[105 np.float64(2439.0) np.float64(2425.0) 139]
09:36:45,[10 np.float64(1851.0) np.float64(1840.0) 26],[20 np.float64(1323.0) np.float64(1280.0) 86],[10 np.float64(2047.0) np.float64(2040.0) 233],[4 np.float64(2438.0) np.float64(2425.0) 139]
09:36:46,[10 np.float64(1851.0) np.float64(1840.0) 26],[20 np.float64(1323.0) np.float64(1280.0) 78],[167 np.float64(2040.0) np.float64(2014.0) 500],[4 np.float64(2438.0) np.float64(2425.0) 139]
09:36:47,[10 np.float64(1851.0) np.float64(1841.0) 5],[20 np.float64(1323.0) np.float64(1280.0) 78],[167 np.float64(2040.0) np.float64(2014.0) 500],[4 np.float64(2438.0) np.float64(2425.0) 139]
09:36:48,[10 np.float64(1851.0) np.float64(1841.0) 5],[20 np.float64(1323.0) np.float64(1280.0) 78],[6 np.float64(2039.0) np.float64(2014.0) 500],[4 np.float64(2438.0) np.float64(2425.0) 139]
09:36:49,[51 np.float64(1841.0) np.float64(1840.0) 26],[50 np.float64(1300.0) np.float64(1280.0) 78],[6 np.float64(2039.0) np.float64(2014.0) 500],[4 np.float64(2438.0) np.float64(2425.0) 139]
09:36:50,[51 np.float64(1841.0) np.float64(1840.0) 16],[50 np.float64(1300.0) np.float64(1281.0) 50],[6 np.float64(2039.0) np.float64(2014.0) 500],[4 np.float64(2438.0) np.float64(2425.0) 139]
09:36:51,[51 np.float64(1841.0) np.float64(1840.0) 16],[50 np.float64(1300.0) np.float64(1281.0) 50],[6 np.float64(2039.0) np.float64(2014.0) 500],[9 np.float64(2438.0) np.float64(2425.0) 139]
09:36:52,[51 np.float64(1841.0) np.float64(1840.0) 16],[50 np.float64(1300.0) np.float64(1281.0) 50],[6 np.float64(2039.0) np.float64(2014.0) 500],[9 np.float64(2438.0) np.float64(2425.0) 139]
09:36:53,[51 np.float64(1841.0) np.float64(1840.0) 16],[50 np.float64(1300.0) np.float64(1281.0) 50],[6 np.float64(2039.0) np.float64(2014.0) 500],[9 np.float64(2438.0) np.float64(2425.0) 139]
09:36:54,[51 np.float64(1841.0) np.float64(1840.0) 16],[150 np.float64(1300.0) np.float64(1281.0) 50],[6 np.float64(2039.0) np.float64(2014.0) 1000],[9 np.float64(2438.0) np.float64(2425.0) 139]
09:36:55,[51 np.float64(1841.0) np.float64(1840.0) 6],[150 np.float64(1300.0) np.float64(1281.0) 50],[6 np.float64(2039.0) np.float64(2016.0) 50],[9 np.float64(2438.0) np.float64(2425.0) 139]
09:36:56,[51 np.float64(1841.0) np.float64(1840.0) 6],[150 np.float64(1300.0) np.float64(1281.0) 50],[6 np.float64(2039.0) np.float64(2016.0) 40],[9 np.float64(2438.0) np.float64(2425.0) 139]
09:36:57,[51 np.float64(1841.0) np.float64(1840.0) 6],[150 np.float64(1300.0) np.float64(1281.0) 50],[6 np.float64(2039.0) np.float64(2020.0) 1],[9 np.float64(2438.0) np.float64(2425.0) 139]
09:36:58,[51 np.float64(1841.0) np.float64(1840.0) 6],[150 np.float64(1300.0) np.float64(1281.0) 50],[6 np.float64(2039.0) np.float64(2020.0) 1],[7 np.float64(2438.0) np.float64(2425.0) 139]
09:36:59,[4 np.float64(1840.0) np.float64(1836.0) 40],[150 np.float64(1300.0) np.float64(1281.0) 50],[6 np.float64(2039.0) np.float64(2020.0) 1],[7 np.float64(2438.0) np.float64(2425.0) 139]
09:37:00,[4 np.float64(1840.0) np.float64(1836.0) 40],[150 np.float64(1300.0) np.float64(1281.0) 50],[6 np.float64(2039.0) np.float64(2021.0) 233],[7 np.float64(2438.0) np.float64(2425.0) 139]
09:37:01,[4 np.float64(1840.0) np.float64(1836.0) 40],[150 np.float64(1300.0) np.float64(1281.0) 50],[6 np.float64(2039.0) np.float64(2021.0) 233],[7 np.float64(2438.0) np.float64(2425.0) 139]
09:37:02,[4 np.float64(1840.0) np.float64(1836.0) 40],[150 np.float64(1300.0) np.float64(1281.0) 50],[6 np.float64(2039.0) np.float64(2021.0) 233],[7 np.float64(2438.0) np.float64(2418.0) 194]
09:37:03,[4 np.float64(1840.0) np.float64(1836.0) 40],[150 np.float64(1300.0) np.float64(1281.0) 50],[10 np.float64(2046.0) np.float64(2021.0) 223],[57 np.float64(2438.0) np.float64(2418.0) 194]
09:37:04,[4 np.float64(1840.0) np.float64(1836.0) 40],[150 np.float64(1300.0) np.float64(1281.0) 50],[10 np.float64(2046.0) np.float64(2021.0) 213],[57 np.float64(2438.0) np.float64(2418.0) 194]
09:37:05,[4 np.float64(1840.0) np.float64(1836.0) 40],[150 np.float64(1300.0) np.float64(1281.0) 50],[10 np.float64(2046.0) np.float64(2021.0) 213],[57 np.float64(2438.0) np.float64(2418.0) 194]
09:37:06,[4 np.float64(1840.0) np.float64(1836.0) 40],[150 np.float64(1300.0) np.float64(1281.0) 50],[10 np.float64(2046.0) np.float64(2021.0) 213],[57 np.float64(2438.0) np.float64(2418.0) 194]
09:37:07,[4 np.float64(1840.0) np.float64(1836.0) 40],[150 np.float64(1300.0) np.float64(1281.0) 50],[10 np.float64(2046.0) np.float64(2021.0) 213],[57 np.float64(2438.0) np.float64(2418.0) 194]
09:37:08,[4 np.float64(1840.0) np.float64(1836.0) 40],[150 np.float64(1300.0) np.float64(1281.0) 50],[10 np.float64(2046.0) np.float64(2021.0) 213],[157 np.float64(2438.0) np.float64(2418.0) 194]
09:37:09,[4 np.float64(1840.0) np.float64(1836.0) 40],[150 np.float64(1300.0) np.float64(1281.0) 50],[10 np.float64(2046.0) np.float64(2021.0) 213],[157 np.float64(2438.0) np.float64(2419.0) 21]
09:37:10,[4 np.float64(1840.0) np.float64(1836.0) 40],[150 np.float64(1300.0) np.float64(1281.0) 50],[10 np.float64(2039.0) np.float64(2021.0) 213],[157 np.float64(2438.0) np.float64(2419.0) 21]
09:37:11,[4 np.float64(1840.0) np.float64(1836.0) 40],[100 np.float64(1300.0) np.float64(1281.0) 50],[10 np.float64(2039.0) np.float64(2022.0) 1040],[157 np.float64(2438.0) np.float64(2419.0) 21]
09:37:12,[4 np.float64(1840.0) np.float64(1833.0) 14],[100 np.float64(1300.0) np.float64(1281.0) 50],[10 np.float64(2039.0) np.float64(2022.0) 1040],[99 np.float64(2435.0) np.float64(2419.0) 21]
09:37:13,[16 np.float64(1831.0) np.float64(1830.0) 100],[100 np.float64(1300.0) np.float64(1281.0) 50],[10 np.float64(2039.0) np.float64(2022.0) 1040],[99 np.float64(2435.0) np.float64(2419.0) 21]
09:37:14,[4 np.float64(1840.0) np.float64(1835.0) 4],[100 np.float64(1300.0) np.float64(1281.0) 50],[20 np.float64(2039.0) np.float64(2022.0) 840],[99 np.float64(2435.0) np.float64(2419.0) 21]
09:37:15,[396 np.float64(1831.0) np.float64(1830.0) 100],[100 np.float64(1300.0) np.float64(1281.0) 50],[20 np.float64(2039.0) np.float64(2022.0) 840],[99 np.float64(2435.0) np.float64(2419.0) 20]
09:37:16,[396 np.float64(1831.0) np.float64(1830.0) 100],[100 np.float64(1300.0) np.float64(1281.0) 50],[20 np.float64(2039.0) np.float64(2022.0) 840],[99 np.float64(2435.0) np.float64(2419.0) 20]
09:37:17,[396 np.float64(1831.0) np.float64(1830.0) 90],[100 np.float64(1300.0) np.float64(1281.0) 50],[20 np.float64(2039.0) np.float64(2022.0) 840],[99 np.float64(2435.0) np.float64(2419.0) 20]
09:37:18,[396 np.float64(1831.0) np.float64(1830.0) 90],[100 np.float64(1300.0) np.float64(1281.0) 50],[20 np.float64(2039.0) np.float64(2022.0) 840],[99 np.float64(2435.0) np.float64(2419.0) 20]
09:37:19,[396 np.float64(1831.0) np.float64(1830.0) 54],[100 np.float64(1300.0) np.float64(1281.0) 50],[20 np.float64(2039.0) np.float64(2022.0) 840],[99 np.float64(2435.0) np.float64(2419.0) 20]
09:37:20,[396 np.float64(1831.0) np.float64(1830.0) 54],[100 np.float64(1300.0) np.float64(1281.0) 50],[20 np.float64(2039.0) np.float64(2022.0) 840],[99 np.float64(2435.0) np.float64(2419.0) 20]
09:37:21,[396 np.float64(1831.0) np.float64(1830.0) 44],[100 np.float64(1300.0) np.float64(1281.0) 50],[20 np.float64(2039.0) np.float64(2022.0) 840],[99 np.float64(2435.0) np.float64(2419.0) 20]
09:37:22,[396 np.float64(1831.0) np.float64(1830.0) 44],[100 np.float64(1300.0) np.float64(1280.0) 22],[10 np.float64(2039.0) np.float64(2022.0) 820],[120 np.float64(2445.0) np.float64(2440.0) 459]
09:37:23,[10 np.float64(1830.0) np.float64(1827.0) 60],[100 np.float64(1300.0) np.float64(1280.0) 22],[9 np.float64(2039.0) np.float64(2022.0) 788],[120 np.float64(2445.0) np.float64(2440.0) 459]
09:37:24,[10 np.float64(1829.0) np.float64(1827.0) 60],[100 np.float64(1300.0) np.float64(1280.0) 22],[9 np.float64(2039.0) np.float64(2022.0) 788],[120 np.float64(2445.0) np.float64(2440.0) 459]
09:37:25,[10 np.float64(1829.0) np.float64(1827.0) 60],[100 np.float64(1300.0) np.float64(1280.0) 22],[9 np.float64(2039.0) np.float64(2022.0) 788],[120 np.float64(2445.0) np.float64(2440.0) 45]
09:37:26,[10 np.float64(1829.0) np.float64(1827.0) 60],[100 np.float64(1300.0) np.float64(1280.0) 22],[9 np.float64(2039.0) np.float64(2023.0) 100],[120 np.float64(2445.0) np.float64(2440.0) 45]
09:37:27,[10 np.float64(1829.0) np.float64(1827.0) 60],[100 np.float64(1300.0) np.float64(1280.0) 122],[9 np.float64(2039.0) np.float64(2023.0) 100],[555 np.float64(2440.0) np.float64(2418.0) 194]
09:37:28,[10 np.float64(1829.0) np.float64(1827.0) 40],[100 np.float64(1300.0) np.float64(1280.0) 122],[9 np.float64(2039.0) np.float64(2023.0) 100],[624 np.float64(2440.0) np.float64(2418.0) 194]
09:37:29,[10 np.float64(1829.0) np.float64(1827.0) 40],[100 np.float64(1300.0) np.float64(1280.0) 122],[9 np.float64(2039.0) np.float64(2023.0) 100],[624 np.float64(2440.0) np.float64(2418.0) 194]
09:37:30,[10 np.float64(1829.0) np.float64(1827.0) 40],[100 np.float64(1300.0) np.float64(1280.0) 122],[9 np.float64(2039.0) np.float64(2023.0) 595],[624 np.float64(2440.0) np.float64(2418.0) 194]
09:37:31,[10 np.float64(1829.0) np.float64(1827.0) 30],[100 np.float64(1300.0) np.float64(1280.0) 122],[125 np.float64(2039.0) np.float64(2023.0) 495],[69 np.float64(2440.0) np.float64(2418.0) 194]
09:37:32,[118 np.float64(1827.0) np.float64(1826.0) 837],[100 np.float64(1300.0) np.float64(1280.0) 122],[125 np.float64(2039.0) np.float64(2023.0) 495],[69 np.float64(2440.0) np.float64(2420.0) 100]
09:37:33,[18 np.float64(1827.0) np.float64(1826.0) 837],[100 np.float64(1300.0) np.float64(1280.0) 122],[125 np.float64(2039.0) np.float64(2023.0) 495],[69 np.float64(2440.0) np.float64(2420.0) 100]
09:37:34,[28 np.float64(1827.0) np.float64(1826.0) 837],[100 np.float64(1300.0) np.float64(1280.0) 122],[125 np.float64(2039.0) np.float64(2023.0) 495],[69 np.float64(2440.0) np.float64(2420.0) 100]
09:37:35,[18 np.float64(1827.0) np.float64(1826.0) 837],[100 np.float64(1300.0) np.float64(1280.0) 122],[50 np.float64(2039.0) np.float64(2023.0) 495],[30 np.float64(2425.0) np.float64(2420.0) 100]
09:37:36,[8 np.float64(1827.0) np.float64(1826.0) 827],[100 np.float64(1300.0) np.float64(1280.0) 122],[50 np.float64(2039.0) np.float64(2023.0) 490],[30 np.float64(2425.0) np.float64(2420.0) 100]
09:37:37,[8 np.float64(1827.0) np.float64(1826.0) 827],[100 np.float64(1300.0) np.float64(1280.0) 122],[50 np.float64(2039.0) np.float64(2023.0) 490],[30 np.float64(2425.0) np.float64(2420.0) 100]
09:37:38,[8 np.float64(1827.0) np.float64(1826.0) 827],[100 np.float64(1300.0) np.float64(1280.0) 122],[5 np.float64(2023.0) np.float64(2022.0) 788],[30 np.float64(2425.0) np.float64(2420.0) 100]
09:37:39,[8 np.float64(1827.0) np.float64(1826.0) 827],[600 np.float64(1300.0) np.float64(1280.0) 122],[5 np.float64(2023.0) np.float64(2022.0) 788],[69 np.float64(2440.0) np.float64(2420.0) 100]
09:37:40,[7 np.float64(1827.0) np.float64(1826.0) 827],[600 np.float64(1300.0) np.float64(1280.0) 122],[105 np.float64(2039.0) np.float64(2022.0) 788],[69 np.float64(2440.0) np.float64(2420.0) 100]
09:37:41,[7 np.float64(1827.0) np.float64(1826.0) 827],[600 np.float64(1300.0) np.float64(1264.0) 200],[105 np.float64(2039.0) np.float64(2022.0) 788],[69 np.float64(2440.0) np.float64(2420.0) 185]
09:37:42,[7 np.float64(1827.0) np.float64(1826.0) 827],[600 np.float64(1300.0) np.float64(1264.0) 200],[105 np.float64(2039.0) np.float64(2023.0) 1],[69 np.float64(2440.0) np.float64(2420.0) 185]
09:37:43,[7 np.float64(1827.0) np.float64(1826.0) 827],[600 np.float64(1300.0) np.float64(1264.0) 200],[105 np.float64(2039.0) np.float64(2023.0) 1],[69 np.float64(2440.0) np.float64(2420.0) 185]
09:37:44,[7 np.float64(1827.0) np.float64(1826.0) 827],[600 np.float64(1300.0) np.float64(1264.0) 200],[105 np.float64(2039.0) np.float64(2022.0) 783],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:45,[7 np.float64(1827.0) np.float64(1826.0) 767],[600 np.float64(1300.0) np.float64(1265.0) 100],[105 np.float64(2039.0) np.float64(2022.0) 683],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:46,[7 np.float64(1827.0) np.float64(1826.0) 767],[600 np.float64(1300.0) np.float64(1265.0) 100],[105 np.float64(2039.0) np.float64(2022.0) 470],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:47,[10 np.float64(1829.0) np.float64(1826.0) 767],[600 np.float64(1300.0) np.float64(1265.0) 100],[105 np.float64(2039.0) np.float64(2022.0) 470],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:48,[10 np.float64(1829.0) np.float64(1826.0) 767],[600 np.float64(1300.0) np.float64(1265.0) 100],[105 np.float64(2039.0) np.float64(2022.0) 257],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:49,[10 np.float64(1829.0) np.float64(1826.0) 767],[560 np.float64(1300.0) np.float64(1265.0) 100],[105 np.float64(2039.0) np.float64(2024.0) 15],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:50,[10 np.float64(1829.0) np.float64(1827.0) 2],[560 np.float64(1300.0) np.float64(1265.0) 100],[105 np.float64(2039.0) np.float64(2024.0) 15],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:51,[10 np.float64(1829.0) np.float64(1827.0) 2],[560 np.float64(1300.0) np.float64(1265.0) 100],[10 np.float64(2038.0) np.float64(2024.0) 12],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:52,[10 np.float64(1829.0) np.float64(1827.0) 2],[560 np.float64(1300.0) np.float64(1265.0) 100],[10 np.float64(2038.0) np.float64(2024.0) 12],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:53,[10 np.float64(1830.0) np.float64(1827.0) 2],[187 np.float64(1299.0) np.float64(1265.0) 100],[10 np.float64(2038.0) np.float64(2022.0) 257],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:54,[10 np.float64(1830.0) np.float64(1827.0) 2],[187 np.float64(1299.0) np.float64(1266.0) 20],[10 np.float64(2038.0) np.float64(2022.0) 257],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:55,[10 np.float64(1830.0) np.float64(1827.0) 2],[187 np.float64(1299.0) np.float64(1266.0) 20],[10 np.float64(2038.0) np.float64(2022.0) 257],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:56,[194 np.float64(1827.0) np.float64(1826.0) 767],[187 np.float64(1299.0) np.float64(1266.0) 20],[10 np.float64(2038.0) np.float64(2022.0) 257],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:57,[194 np.float64(1827.0) np.float64(1826.0) 767],[187 np.float64(1299.0) np.float64(1266.0) 20],[10 np.float64(2038.0) np.float64(2023.0) 345],[69 np.float64(2440.0) np.float64(2425.0) 130]
09:37:58,[194 np.float64(1827.0) np.float64(1826.0) 767],[187 np.float64(1299.0) np.float64(1266.0) 20],[10 np.float64(2038.0) np.float64(2023.0) 344],[6 np.float64(2448.0) np.float64(2425.0) 130]
09:37:59,[194 np.float64(1827.0) np.float64(1826.0) 767],[187 np.float64(1299.0) np.float64(1266.0) 20],[10 np.float64(2038.0) np.float64(2023.0) 344],[5 np.float64(2440.0) np.float64(2426.0) 21]
09:38:00,[194 np.float64(1827.0) np.float64(1826.0) 657],[187 np.float64(1299.0) np.float64(1266.0) 20],[10 np.float64(2038.0) np.float64(2023.0) 344],[5 np.float64(2440.0) np.float64(2426.0) 21]
09:38:01,[183 np.float64(1827.0) np.float64(1826.0) 647],[187 np.float64(1299.0) np.float64(1266.0) 20],[10 np.float64(2038.0) np.float64(2023.0) 344],[5 np.float64(2440.0) np.float64(2426.0) 21]
09:38:02,[183 np.float64(1827.0) np.float64(1826.0) 647],[187 np.float64(1299.0) np.float64(1266.0) 20],[10 np.float64(2038.0) np.float64(2023.0) 344],[5 np.float64(2440.0) np.float64(2430.0) 45]
09:38:03,[183 np.float64(1827.0) np.float64(1826.0) 637],[187 np.float64(1299.0) np.float64(1266.0) 20],[10 np.float64(2038.0) np.float64(2023.0) 344],[5 np.float64(2440.0) np.float64(2430.0) 45]
09:38:04,[183 np.float64(1827.0) np.float64(1826.0) 627],[187 np.float64(1299.0) np.float64(1266.0) 20],[110 np.float64(2038.0) np.float64(2023.0) 344],[5 np.float64(2440.0) np.float64(2430.0) 45]
09:38:05,[183 np.float64(1827.0) np.float64(1826.0) 336],[187 np.float64(1299.0) np.float64(1266.0) 20],[110 np.float64(2038.0) np.float64(2024.0) 50],[5 np.float64(2440.0) np.float64(2430.0) 45]
09:38:06,[183 np.float64(1827.0) np.float64(1826.0) 130],[187 np.float64(1299.0) np.float64(1270.0) 26],[116 np.float64(2038.0) np.float64(2024.0) 50],[5 np.float64(2440.0) np.float64(2430.0) 45]
09:38:07,[183 np.float64(1827.0) np.float64(1826.0) 120],[187 np.float64(1299.0) np.float64(1270.0) 26],[116 np.float64(2038.0) np.float64(2024.0) 50],[5 np.float64(2440.0) np.float64(2430.0) 45]
09:38:08,[7 np.float64(1826.0) np.float64(1810.0) 21],[187 np.float64(1299.0) np.float64(1270.0) 26],[116 np.float64(2038.0) np.float64(2024.0) 50],[666 np.float64(2450.0) np.float64(2430.0) 45]
09:38:09,[37 np.float64(1826.0) np.float64(1810.0) 11],[187 np.float64(1299.0) np.float64(1270.0) 26],[116 np.float64(2038.0) np.float64(2030.0) 1],[6 np.float64(2448.0) np.float64(2430.0) 45]
09:38:10,[137 np.float64(1826.0) np.float64(1810.0) 11],[187 np.float64(1299.0) np.float64(1270.0) 26],[89 np.float64(2037.0) np.float64(2030.0) 1],[6 np.float64(2448.0) np.float64(2430.0) 45]
09:38:11,[147 np.float64(1826.0) np.float64(1810.0) 11],[187 np.float64(1299.0) np.float64(1270.0) 26],[89 np.float64(2037.0) np.float64(2030.0) 1],[6 np.float64(2448.0) np.float64(2430.0) 45]
09:38:12,[147 np.float64(1826.0) np.float64(1810.0) 1],[560 np.float64(1300.0) np.float64(1270.0) 26],[89 np.float64(2037.0) np.float64(2030.0) 1],[23 np.float64(2440.0) np.float64(2430.0) 45]
09:38:13,[147 np.float64(1826.0) np.float64(1810.0) 1],[560 np.float64(1300.0) np.float64(1270.0) 26],[89 np.float64(2037.0) np.float64(2030.0) 1],[23 np.float64(2440.0) np.float64(2430.0) 45]
09:38:14,[137 np.float64(1826.0) np.float64(1810.0) 1],[560 np.float64(1300.0) np.float64(1270.0) 26],[89 np.float64(2037.0) np.float64(2023.0) 336],[23 np.float64(2440.0) np.float64(2430.0) 45]
09:38:15,[137 np.float64(1826.0) np.float64(1810.0) 1],[560 np.float64(1300.0) np.float64(1270.0) 26],[89 np.float64(2037.0) np.float64(2023.0) 336],[23 np.float64(2440.0) np.float64(2430.0) 45]
09:38:16,[137 np.float64(1826.0) np.float64(1810.0) 1],[560 np.float64(1300.0) np.float64(1270.0) 26],[5 np.float64(2030.0) np.float64(2023.0) 336],[23 np.float64(2440.0) np.float64(2430.0) 45]
09:38:17,[137 np.float64(1826.0) np.float64(1810.0) 1],[560 np.float64(1300.0) np.float64(1270.0) 26],[5 np.float64(2030.0) np.float64(2023.0) 336],[23 np.float64(2440.0) np.float64(2430.0) 45]
09:38:18,[137 np.float64(1826.0) np.float64(1810.0) 1],[462 np.float64(1300.0) np.float64(1270.0) 26],[5 np.float64(2030.0) np.float64(2023.0) 336],[23 np.float64(2440.0) np.float64(2430.0) 45]
09:38:19,[137 np.float64(1826.0) np.float64(1810.0) 1],[10 np.float64(1299.0) np.float64(1270.0) 26],[5 np.float64(2030.0) np.float64(2023.0) 336],[23 np.float64(2440.0) np.float64(2430.0) 45]
09:38:20,[137 np.float64(1826.0) np.float64(1810.0) 1],[10 np.float64(1299.0) np.float64(1270.0) 26],[5 np.float64(2030.0) np.float64(2023.0) 336],[23 np.float64(2440.0) np.float64(2430.0) 45]
09:38:21,[137 np.float64(1826.0) np.float64(1810.0) 1],[10 np.float64(1299.0) np.float64(1270.0) 26],[5 np.float64(2030.0) np.float64(2023.0) 336],[6 np.float64(2449.0) np.float64(2440.0) 77]
09:38:22,[137 np.float64(1826.0) np.float64(1810.0) 1],[462 np.float64(1323.0) np.float64(1270.0) 26],[5 np.float64(2030.0) np.float64(2023.0) 336],[6 np.float64(2449.0) np.float64(2440.0) 77]
09:38:23,[137 np.float64(1826.0) np.float64(1810.0) 1],[462 np.float64(1323.0) np.float64(1270.0) 26],[5 np.float64(2030.0) np.float64(2023.0) 321],[6 np.float64(2449.0) np.float64(2440.0) 122]
09:38:24,[137 np.float64(1826.0) np.float64(1810.0) 1],[462 np.float64(1323.0) np.float64(1265.0) 68],[5 np.float64(2030.0) np.float64(2023.0) 141],[6 np.float64(2449.0) np.float64(2440.0) 122]
09:38:25,[137 np.float64(1826.0) np.float64(1810.0) 1],[462 np.float64(1323.0) np.float64(1266.0) 15],[5 np.float64(2030.0) np.float64(2023.0) 141],[6 np.float64(2449.0) np.float64(2440.0) 122]
09:38:26,[137 np.float64(1826.0) np.float64(1810.0) 1],[462 np.float64(1323.0) np.float64(1266.0) 145],[5 np.float64(2030.0) np.float64(2023.0) 141],[6 np.float64(2449.0) np.float64(2440.0) 122]
09:38:27,[137 np.float64(1826.0) np.float64(1810.0) 1],[462 np.float64(1323.0) np.float64(1266.0) 145],[5 np.float64(2030.0) np.float64(2023.0) 141],[6 np.float64(2449.0) np.float64(2440.0) 122]
09:38:28,[137 np.float64(1826.0) np.float64(1810.0) 1],[462 np.float64(1323.0) np.float64(1270.0) 5],[5 np.float64(2030.0) np.float64(2023.0) 141],[6 np.float64(2449.0) np.float64(2440.0) 122]
09:38:29,[137 np.float64(1826.0) np.float64(1810.0) 1],[462 np.float64(1323.0) np.float64(1270.0) 5],[213 np.float64(2030.0) np.float64(2023.0) 141],[6 np.float64(2449.0) np.float64(2440.0) 122]
09:38:30,[137 np.float64(1826.0) np.float64(1802.0) 11],[187 np.float64(1320.0) np.float64(1270.0) 5],[6 np.float64(2029.0) np.float64(2023.0) 141],[6 np.float64(2449.0) np.float64(2440.0) 122]
09:38:31,[40 np.float64(1802.0) np.float64(1800.0) 260],[187 np.float64(1320.0) np.float64(1270.0) 5],[6 np.float64(2029.0) np.float64(2023.0) 141],[2 np.float64(2449.0) np.float64(2440.0) 122]
09:38:32,[50 np.float64(1802.0) np.float64(1800.0) 260],[187 np.float64(1320.0) np.float64(1270.0) 5],[6 np.float64(2029.0) np.float64(2023.0) 141],[2 np.float64(2449.0) np.float64(2440.0) 122]
09:38:33,[50 np.float64(1802.0) np.float64(1800.0) 260],[187 np.float64(1320.0) np.float64(1270.0) 5],[6 np.float64(2029.0) np.float64(2023.0) 141],[7 np.float64(2449.0) np.float64(2440.0) 122]
09:38:34,[50 np.float64(1802.0) np.float64(1800.0) 260],[187 np.float64(1320.0) np.float64(1270.0) 105],[6 np.float64(2029.0) np.float64(2023.0) 141],[30 np.float64(2451.0) np.float64(2450.0) 321]
09:38:35,[40 np.float64(1802.0) np.float64(1800.0) 250],[187 np.float64(1320.0) np.float64(1270.0) 105],[6 np.float64(2029.0) np.float64(2023.0) 141],[30 np.float64(2451.0) np.float64(2450.0) 321]
09:38:36,[40 np.float64(1802.0) np.float64(1800.0) 250],[187 np.float64(1320.0) np.float64(1270.0) 105],[6 np.float64(2029.0) np.float64(2023.0) 41],[1 np.float64(2460.0) np.float64(2450.0) 291]
09:38:37,[30 np.float64(1825.0) np.float64(1802.0) 10],[187 np.float64(1320.0) np.float64(1270.0) 155],[6 np.float64(2029.0) np.float64(2023.0) 41],[1 np.float64(2460.0) np.float64(2451.0) 45]
09:38:38,[30 np.float64(1825.0) np.float64(1800.0) 240],[187 np.float64(1320.0) np.float64(1270.0) 155],[6 np.float64(2029.0) np.float64(2023.0) 41],[1 np.float64(2460.0) np.float64(2451.0) 45]
09:38:39,[10 np.float64(1802.0) np.float64(1800.0) 120],[10 np.float64(1319.0) np.float64(1270.0) 155],[6 np.float64(2029.0) np.float64(2023.0) 39],[1 np.float64(2460.0) np.float64(2451.0) 75]
09:38:40,[10 np.float64(1802.0) np.float64(1800.0) 120],[10 np.float64(1319.0) np.float64(1270.0) 155],[6 np.float64(2029.0) np.float64(2022.0) 196],[10 np.float64(2468.0) np.float64(2451.0) 75]
09:38:41,[10 np.float64(1802.0) np.float64(1800.0) 120],[10 np.float64(1319.0) np.float64(1270.0) 155],[6 np.float64(2029.0) np.float64(2022.0) 196],[10 np.float64(2468.0) np.float64(2451.0) 75]
09:38:42,[10 np.float64(1802.0) np.float64(1800.0) 120],[10 np.float64(1319.0) np.float64(1270.0) 155],[6 np.float64(2029.0) np.float64(2025.0) 230],[10 np.float64(2468.0) np.float64(2451.0) 75]
09:38:43,[30 np.float64(1825.0) np.float64(1802.0) 100],[10 np.float64(1319.0) np.float64(1270.0) 155],[6 np.float64(2029.0) np.float64(2025.0) 230],[10 np.float64(2468.0) np.float64(2451.0) 75]
09:38:44,[30 np.float64(1825.0) np.float64(1802.0) 90],[10 np.float64(1319.0) np.float64(1270.0) 155],[35 np.float64(2030.0) np.float64(2025.0) 220],[10 np.float64(2468.0) np.float64(2451.0) 69]
09:38:45,[30 np.float64(1825.0) np.float64(1802.0) 90],[10 np.float64(1319.0) np.float64(1270.0) 155],[35 np.float64(2030.0) np.float64(2025.0) 220],[10 np.float64(2468.0) np.float64(2451.0) 69]
09:38:46,[30 np.float64(1824.0) np.float64(1802.0) 90],[10 np.float64(1319.0) np.float64(1270.0) 155],[35 np.float64(2030.0) np.float64(2025.0) 220],[10 np.float64(2468.0) np.float64(2451.0) 69]
09:38:47,[30 np.float64(1824.0) np.float64(1802.0) 80],[10 np.float64(1319.0) np.float64(1271.0) 50],[35 np.float64(2030.0) np.float64(2025.0) 220],[10 np.float64(2468.0) np.float64(2451.0) 69]
09:38:48,[30 np.float64(1824.0) np.float64(1802.0) 70],[10 np.float64(1319.0) np.float64(1271.0) 50],[6 np.float64(2036.0) np.float64(2030.0) 15],[10 np.float64(2468.0) np.float64(2451.0) 69]
